8580796,62160
8598476,60798
8649428,50508
8672308,47270
8689992,45396
8707672,42794
8725352,40604
8743032,38344
8760712,36690
8778392,33580
8796072,32074
8813752,31102
8831432,31382
8849112,32880
8866792,34760
8884472,37482
8902152,39970
8919832,42572
8937512,43692
8955192,45564
8972872,47284
8990552,47652
9008232,48224
9025912,49052
9043592,50906
9061272,52480
9078952,53644
9096632,53900
9114312,54644
9131992,53764
9149672,51904
9167352,48360
9185032,45394
9202716,40816
9220392,37276
9238072,33128
9255752,30720
9273432,28120
9291112,26228
9308792,23584
9326472,22378
9344152,21262
9361832,21144
9379512,21432
9397192,21358
9414872,20784
9432552,20126
9450232,20750
9467920,22646
9485592,22888
9503272,22980
9520952,24750
9538632,25804
9556312,26500
9573992,30082
9591672,33420
9609352,36658
9627032,41494
9644712,45978
9662392,51162
9680072,53694
9697752,55094
9715432,54702
9733112,53426
9750792,52080
9768472,49152
9786152,47648
9803832,46200
9821512,44282
9839192,41634
9856872,39766
9874552,37778
9892232,35410
9909912,34284
9927592,33872
9945272,33894
9962952,34528
9980632,34982
9998312,36520
10015992,39056
10033672,39870
10051352,39750
10069032,39246
10086712,38074
10104392,37360
10122072,38876
10139752,40428
10157432,42320
10175112,44602
10192792,47392
10210472,49238
10228152,49336
10245832,48622
10263512,46550
10281192,44608
10298872,41746
10316552,39006
10334236,35700
10351912,33164
10369596,30508
10387272,29400
10404952,28898
10422632,27292
10440312,26322
10457992,25026
10475672,24870
10493352,25080
10511032,24962
10528712,23344
10546392,23078
10564072,24002
10581752,23406
10599436,24112
10617112,25068
10634792,26248
10652472,27358
10670152,27900
10687832,30394
10705512,32752
10723192,35770
10740872,38602
10758552,43104
10776232,46494
10793912,48754
10811592,49000
10829272,48302
10846952,47304
10864632,45434
10882312,44354
10899992,43684
10917672,43306
10935352,43310
10953032,42468
10970712,40658
10988392,37644
11006072,35646
11023752,33470
11041432,32174
11059112,32094
11076792,32862
11094472,34130
11112152,34750
11129832,38386
11147512,37664
11165192,37642
11182872,36964
11200552,36478
11218232,37544
11235912,38632
11253592,39994
11271272,40712
11288952,42952
11306632,45288
11324312,47766
11341992,48528
11359672,48082
11377352,45986
11395032,43914
11412712,42048
11430392,40642
11448072,38592
11465756,36832
11483432,33950
11501112,32146
11518792,30240
11536472,29550
11554152,28566
11571832,27658
11589512,26898
11607192,26742
11624872,24634
11642552,21914
11660232,21162
11677912,21884
11695592,21442
11713272,22712
11730960,23852
11748632,24492
11766312,24864
11783992,26384
11801672,28350
11819352,31666
11837032,34268
11854712,38138
11872392,42460
11890072,45368
11907752,47582
11925432,48042
11943112,47160
11960792,46676
11978472,45404
11996152,44116
12013832,43202
12031512,42588
12049192,42172
12066872,41592
12084552,39722
12102232,38112
12119912,36394
12137592,35848
12155272,35574
12172952,34906
12190632,35144
12208312,35694
12225992,39222
12243672,41502
12261352,41812
12279032,39782
12296712,35912
12314392,32918
12332072,33746
12349752,35984
12367432,38154
12385112,40358
12402792,42238
12420472,43596
12438152,44384
12455832,44706
12473512,44284
12491192,42920
12508872,41244
12526552,39654
12544232,38232
12561912,37732
12579592,36784
12597276,36108
12614952,34268
12632632,31962
12650312,30074
12667992,27624
12685672,26332
12703352,25382
12721032,24990
12738712,24922
12756392,25954
12774072,25350
12791752,24476
12809432,25420
12827112,27452
12844792,28610
12862480,28850
12880152,28332
12897832,29522
12915512,31502
12933192,34978
12950872,37700
12968552,40038
12986232,41048
13003912,41968
13021592,42362
13039272,43736
13056952,45246
13074632,47016
13092312,47582
13109992,47148
13127672,46434
13145352,45502
13163032,44010
13180712,41964
13198392,38856
13216072,35812
13233752,32714
13251432,31354
13269112,31718
13286792,33034
13304472,34136
13322152,34464
13339832,36234
13357512,35812
13375192,36332
13392872,35756
13410552,34526
13428232,34818
13445912,35936
13463592,38056
13481272,39840
13498952,41530
13516632,42594
13534312,43662
13551992,44194
13569672,43618
13587352,42940
13605032,41424
13622712,40054
13640392,38944
13658072,37206
13675752,36316
13693432,35504
13711112,34484
13728796,31876
13746472,29560
13764152,26802
13781832,25572
13799512,25078
13817192,25110
13834872,24744
13852552,24244
13870232,24436
13887912,25034
13905592,24130
13923272,24440
13940952,24946
13958632,26834
13976312,27924
13994000,29598
14011672,31444
14029352,35506
14047032,38510
14064712,42046
14082392,43188
14100072,43234
14117752,42154
14135432,41634
14153112,41382
14170792,41730
14188472,41972
14206152,42682
14223832,43618
14241512,43550
14259192,42110
14276872,40276
14294552,37700
14312232,35728
14329912,34476
14347592,34070
14365272,34574
14382952,36086
14400632,36622
14418312,38850
14435992,37702
14453672,34926
14471352,33794
14489032,32362
14506712,32748
14524392,34956
14542072,36942
14559752,39578
14577432,41434
14595112,43446
14612792,44974
14630472,46134
14648152,45468
14665832,44172
14683512,41920
14701192,40434
14718872,38896
14736552,37846
14754232,36450
14771912,35598
14789592,34960
14807272,33728
14824952,31140
14842632,29152
14860320,27408
14877992,26688
14895672,26454
14913352,25982
14931032,24860
14948712,23534
14966392,23876
14984072,22840
15001752,22670
15019432,24492
15037112,25826
15054792,27110
15072472,28436
15090152,30962
15107832,33744
15125520,38168
15143192,42166
15160872,44082
15178552,45366
15196232,45404
15213912,44680
15231592,42682
15249272,42120
15266952,41462
15284632,40364
15302312,40230
15319992,40474
15337672,40544
15355352,40022
15373032,38320
15390712,36212
15408392,33826
15426072,32824
15443752,32328
15461432,32152
15479112,33002
15496792,34300
15514472,36462
15532152,39796
15549832,38680
15567512,36970
15585192,34390
15602872,33060
15620552,32884
15638232,34978
15655912,36932
15673592,39456
15691272,40770
15708952,42666
15726632,44422
15744312,45956
15761992,46376
15779672,45706
15797352,44144
15815032,41736
15832712,39978
15850392,37826
15868072,36212
15885752,35210
15903432,34362
15921112,33180
15938792,30688
15956472,28660
15974152,26954
15991836,26556
16009512,26486
16027192,26324
16044872,25348
16062552,25074
16080232,25238
16097912,24238
16115592,24888
16133272,26304
16150952,27804
16168632,29472
16186312,29956
16203992,32320
16221672,35020
16239352,39224
16257036,42306
16274712,45466
16292392,46778
16310072,46132
16327752,44278
16345432,41504
16363112,39872
16380792,39246
16398472,39630
16416152,39646
16433832,40016
16451512,39944
16469192,38414
16486872,36782
16504552,33806
16522232,31986
16539912,30924
16557592,30832
16575272,32014
16592952,33478
16610636,34750
16628312,39104
16645992,38322
16663672,36514
16681352,35252
16699032,33274
16716712,33786
16734392,35598
16752072,37702
16769752,40370
16787432,41212
16805112,43316
16822792,45122
16840472,46168
16858152,45618
16875832,44022
16893512,42042
16911192,40772
16928872,39470
16946552,38312
16964232,37086
16981912,36222
16999592,35008
17017272,34034
17034952,31228
17052632,30002
17070312,28048
17087992,26764
17105672,25926
17123356,25610
17141032,25108
17158712,24190
17176392,24950
17194072,25092
17211752,25512
17229432,26892
17247112,27502
17264792,28396
17282472,29886
17300152,32838
17317832,35968
17335512,40152
17353192,42646
17370872,45270
17388560,45906
17406232,45354
17423912,43594
17441592,41652
