62844252,23480
63044256,37984
63244264,33198
63444272,35108
63644280,45748
63844284,28058
64044292,28458
64244296,51586
64444304,31888
64644308,36566
64844312,48970
65044320,25434
65244324,34028
65444328,38746
65644332,33138
65844340,39398
66044348,38226
66244352,23528
66444360,37206
66644368,35044
66844372,35220
67044376,46928
67244380,29568
67444384,27302
67644388,47404
67844392,32198
68044400,35778
68244408,42816
68444416,28530
68644420,32860
68844428,37378
69044436,34758
69244440,42006
69444448,29906
69644456,28468
69844464,45908
70044468,29888
70244476,34838
70444480,45490
70644484,29906
70844492,28754
71044496,41526
71244500,30334
71444504,37766
71644512,38038
71844516,27068
72044520,40274
72244524,39856
72444528,34790
72644536,50572
72844540,33774
73044548,26842
73244552,42938
73444556,31038
73644560,32108
73844568,41544
74044572,27600
74244580,39712
74444588,39438
74644592,38720
74844600,45306
75044604,38228
75244608,22954
75444616,40690
75644624,35558
75844628,31516
76044636,41436
76244644,30738
76444648,38236
76644652,40462
76844660,39766
77044664,44502
77244672,34008
77444680,30206
77644684,37888
77844692,31532
78044696,34620
78244704,38078
78444708,29688
78644712,37374
78844716,34290
79044724,33182
79244728,47590
79444732,31644
79644740,26534
79844748,46496
80044756,29876
80244760,31758
80444764,41810
80644772,28610
80844780,33402
81044788,34818
81244796,33068
81444804,37010
81644812,31104
81844820,30296
82044828,26848
82244836,19368
82444840,35750
82644844,18082
82844852,18988
83044856,32488
83244864,25934
83444868,33228
83644876,40256
83844884,25384
84044892,33182
84244900,48882
84444908,27054
84644912,37946
84844920,49014
85044928,22086
85244940,37410
85444948,41012
85644956,28344
85844964,41522
86044972,36266
86244980,30472
86444988,44278
86644996,30486
86845004,34462
87045012,41710
87245020,29174
87445024,29874
87645028,36454
87845036,28728
88045044,33178
88245052,34822
88445056,30358
88645060,36528
88845064,30954
89045068,33088
89245076,40552
89445080,33292
89645088,29804
89845092,41100
90045100,28030
90245108,33406
90445116,36010
90645124,29228
90845128,34868
91045132,28208
91245136,30680
91445140,40344
91645148,26872
91845156,30768
92045160,44098
92245164,26676
92445168,36530
92645176,40550
92845184,27914
93045188,28308
93245192,37154
93445196,26244
93645200,32988
93845208,36292
94045212,28486
94245216,35512
94445220,30554
94645228,38396
94845236,43566
95045244,28788
95245252,31716
95445260,42610
95645264,31284
95845272,37362
96045280,45158
96245288,26532
96445296,34956
96645300,33026
96845308,32758
97045312,36050
97245320,34494
97445324,33194
97645328,38190
97845332,30250
98045336,34846
98245340,43510
98445348,28424
98645352,32970
98845360,45328
99045364,27016
99245372,35988
99445380,41602
99645388,25514
99845396,38570
100045404,29436
100245408,29104
100445412,36918
100645420,30870
100845428,31862
101045436,41098
101245444,27814
101445448,35046
101645452,41534
101845460,26632
102045472,34206
102245476,42432
102445484,27716
102645492,36646
102845500,43184
103045508,25952
103245516,41228
103445520,34384
103645524,22516
103845532,37766
104045540,30442
104245548,29718
104445556,44768
104645560,26144
104845568,33470
105045576,42054
105245584,24870
105445588,31212
105645596,44574
105845604,26626
106045612,32272
106245616,42778
106445620,26178
106645624,32652
106845632,33044
107045640,28652
107245648,37168
107445652,32760
107645660,28280
107845668,43982
108045676,28684
108245684,36766
108445692,44532
108645696,28462
108845704,32782
109045708,41740
109245716,26998
109445724,35936
109645728,37706
109845736,26916
110045740,33416
110245744,31896
110445748,36540
110645756,37054
110845764,34180
111045772,30624
111245780,44100
111445784,31568
111645792,36326
111845800,41990
112045804,28332
112245808,32908
112445816,34906
112645824,30786
112845840,33814
113045848,36164
113245856,29338
113445864,41012
113645872,30898
113845876,36952
114045880,43532
114245888,29584
114445896,37534
114645900,39692
114845904,27658
115045912,35996
115245920,38114
115445928,24988
115645936,36272
